Pclass,Sex,Fare,FamilySize,IsAlone,InCabin,Room,Title,Age*Class,Fare_Per_Person,Embarked_C,Embarked_Q,Embarked_S,FareGroup_A,FareGroup_B,FareGroup_C,FareGroup_D,FareGroup_E,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_N,Deck_T,AgeGroup_Adult,AgeGroup_Baby,AgeGroup_Child,AgeGroup_Senior,AgeGroup_Student,AgeGroup_Teenager,AgeGroup_Unknown,AgeGroup_Young Adult
0.8419,0,2.3240236363515288,-0.5583,1,False,-0.0,0.6862,-0.0128,0.0108,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-1.5461,0,4.384523514872469,-0.5583,1,True,2.2802,0.6862,-0.6361,2.3688,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8419,1,2.787834413830345,0.7051,0,False,-0.0,-0.9323,-1.2983,-1.0536,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,1,2.169053700369523,-0.5583,1,False,-0.0,-0.9323,0.4547,-0.1665,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,1,2.8243506567983707,0.0734,0,False,-0.0,-0.9323,0.6105,-0.494,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.0476928433652555,-0.5583,1,False,-0.0,0.6862,0.221,-0.3054,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.3521,0,2.525728644308256,-0.5583,1,False,-0.0,0.6862,-0.3244,0.2416,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.3521,0,3.6309854756950335,0.7051,0,False,-0.0,0.6862,-0.2725,-0.5711,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.1742743348260083,-0.5583,1,False,-0.0,0.6862,0.8443,-0.1605,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,1,3.566005355963401,1.9684,0,False,-0.0,-0.9323,-0.5582,-1.2884,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.3521,0,3.2958368660043287,0.7051,0,True,-2.9841,0.6862,0.6365,-0.7629,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
-0.3521,0,2.6390573296152593,-0.5583,1,False,-0.0,2.3048,0.9222,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.3521,0,2.6045398247325453,-0.5583,1,False,-0.0,2.3048,1.3897,0.3318,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-1.5461,1,4.213607983048918,0.0734,0,True,-2.9841,-0.9323,-0.688,0.5659,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,3.0648,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.7408400239252013,0.7051,0,False,-0.0,0.6862,1.8961,-1.0805,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.117760405981973,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.2252,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,0,4.133231886474143,0.0734,0,False,-0.0,0.6862,0.0651,0.5046,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,1,2.167143305297764,-0.5583,1,False,-0.0,-0.9323,-0.0128,-0.1687,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,1.078,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.2682524139135403,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.053,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,4.256321678298823,5.7586,0,False,-0.0,-2.5508,-1.2983,-1.8369,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.8390784635086144,0.0734,0,False,-0.0,0.6862,2.1688,-0.4827,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.3521,1,2.818398258271076,-0.5583,1,False,-0.0,-0.9323,0.8183,0.5766,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.1719067693519296,-0.5583,1,False,-0.0,0.6862,0.7664,-0.1633,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.2682524139135403,-0.5583,1,False,-0.0,0.6862,0.0651,-0.053,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,0,3.705920919968788,2.6001,0,False,-0.0,-2.5508,-1.1815,-1.437,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.8419,0,3.0692150503137943,0.7051,0,False,-0.0,-2.5508,-0.5582,-0.8926,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-1.5461,1,4.02535169073515,0.0734,0,True,-1.0413,-0.9323,-1.2724,0.4223,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0.8419,1,3.3638415951183864,2.6001,0,False,-0.0,-0.9323,2.2467,-1.5489,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-1.5461,0,3.2930552230424524,-0.5583,1,False,-0.0,0.6862,-1.2724,1.1198,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,4.051711901657239,-0.5583,1,False,-0.0,0.6862,0.9222,1.9879,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.5461,0,3.5409593240373143,-0.5583,1,True,-1.9187,0.6862,0.3249,1.4034,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8419,0,3.405355391810819,2.6001,0,False,-0.0,-2.5508,-0.9477,-1.5353,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.8419,1,2.4959537387180646,0.7051,0,False,-0.0,-0.9323,-1.1815,-1.2206,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0.8419,0,2.188856327665703,-0.5583,1,False,-0.0,0.6862,0.3768,-0.1439,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.5461,0,3.4561841799918147,-0.5583,1,True,-2.6707,0.6862,0.195,1.3064,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,0,2.180891922715322,0.7051,0,False,-0.0,0.6862,0.1431,-1.4008,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,0,3.275887339030031,1.9684,0,False,-0.0,-2.5508,-1.2983,-1.3991,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,1,3.391567832686312,-0.5583,1,True,-0.0386,-0.9323,0.0392,1.2325,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.3521,0,2.6390573296152593,-0.5583,1,False,-0.0,0.6862,0.2989,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,0.0,-0.5583,1,False,-0.0,0.6862,1.5455,-2.6487,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,1,4.256321678298823,5.7586,0,False,-0.0,-0.9323,-1.2983,-1.8369,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,0,2.775708849576025,-0.5583,1,False,-0.0,0.6862,-1.2854,0.5277,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,3.4777725458882283,3.2318,0,False,-0.0,-2.5508,-0.5582,-1.6538,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.3521,0,3.688879454113936,1.3367,0,True,-2.8587,-2.5508,-1.2074,-0.9601,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0.8419,1,3.1365805821413706,0.7051,0,False,-0.0,-0.9323,-0.9477,-0.854,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-1.5461,0,3.9318256327243257,-0.5583,1,True,-1.104,0.6862,-1.2724,1.8507,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.8419,1,2.8033603809065353,0.0734,0,False,-0.0,-0.9323,-1.2983,-0.51,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,0,3.316002535598924,-0.5583,1,False,-0.0,0.6862,-0.0907,1.146,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.8033603809065353,0.7051,0,False,-0.0,0.6862,1.8572,-1.0447,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.1855792552411137,-0.5583,1,False,-0.0,0.6862,1.5455,-0.1476,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.3521,1,2.6390573296152593,-0.5583,1,False,-0.0,-0.9323,0.4028,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,0,2.6390573296152593,-0.5583,1,False,-0.0,0.6862,-0.2725,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,1,2.180891922715322,0.0734,0,False,-0.0,-0.9323,0.221,-0.9849,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.3521,0,3.2958368660043287,0.7051,0,True,-2.9841,-2.5508,-1.1036,-0.7629,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
-1.5461,1,3.3576215989452787,-0.5583,1,True,-2.8587,-0.9323,-0.1167,1.1936,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1.5461,1,4.9939691827870725,-0.5583,1,True,1.9042,-0.9323,0.2469,3.0662,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,0,2.169053700369523,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.241156397997397,0.0734,0,False,-0.0,0.6862,2.013,-0.9389,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,1,2.169053700369523,-0.5583,1,False,-0.0,-0.9323,-1.2983,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,1,2.6390573296152593,-0.5583,1,False,-0.0,-0.9323,-0.0128,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.3513752571634776,-0.5583,1,False,-0.0,0.6862,0.9222,0.0421,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,4.256321678298823,5.7586,0,False,-0.0,0.6862,-1.2983,-1.8369,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,2.014342863683701,-0.5583,1,False,-0.0,0.6862,1.3897,-0.3436,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.107178296651436,-0.5583,1,False,-0.0,0.6862,2.2857,-0.2373,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,0.1431,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,1,2.4390808375825834,0.0734,0,True,-2.7334,-0.9323,-1.1036,-0.7879,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0.8419,0,2.8243506567983707,0.0734,0,False,-0.0,0.6862,1.2339,-0.494,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.9850504252071306,-0.5583,1,False,-0.0,0.6862,0.7664,0.7673,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,1,2.169053700369523,-0.5583,1,False,-0.0,-0.9323,-0.0128,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-1.5461,0,3.4657359027997265,-0.5583,1,True,-1.1667,0.6862,-0.2205,1.3174,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,0,2.085672091430472,-0.5583,1,False,-0.0,0.6862,0.6105,-0.2619,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.3521,1,3.0910424533583165,-0.5583,1,False,-0.0,-0.9323,0.5586,0.8886,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.110213200346589,-0.5583,1,False,-0.0,0.6862,0.4547,-0.2339,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.3521,0,2.6390573296152593,-0.5583,1,False,-0.0,0.6862,0.2989,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.169053700369523,0.0734,0,False,-0.0,0.6862,-1.2983,-0.9939,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,1,4.738607824217809,0.0734,0,True,-0.8533,-0.9323,-0.4543,0.9664,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8419,1,2.188856327665703,-0.5583,1,False,-0.0,-0.9323,0.8443,-0.1439,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,0,3.332204510175204,0.0734,0,False,-0.0,0.6862,0.9222,-0.1065,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-1.5461,1,4.347586575960343,-0.5583,1,True,-2.1694,-0.9323,-0.4283,2.3265,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
-0.3521,0,2.4423470353692043,-0.5583,1,False,-0.0,0.6862,0.2989,0.1462,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,-0.0128,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
-0.3521,0,2.6390573296152593,-0.5583,1,False,-0.0,0.6862,0.1431,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.2027647577118348,-0.5583,1,False,-0.0,0.6862,2.7142,-0.1279,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.1855792552411137,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1476,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,0,4.51085950651685,0.0734,0,True,2.7189,0.6862,-0.2725,0.7927,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,0,2.336986519711378,-0.5583,1,False,-0.0,0.6862,0.4547,0.0257,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.3521,0,2.4423470353692043,-0.5583,1,False,-0.0,0.6862,-0.2725,0.1462,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.110213200346589,-0.5583,1,False,-0.0,0.6862,0.3378,-0.2339,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.3521,0,2.6390573296152593,-0.5583,1,False,-0.0,0.6862,-0.3244,0.3713,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,1,3.275887339030031,1.9684,0,False,-0.0,-0.9323,-1.2983,-1.3991,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,1,4.436455632600353,0.0734,0,True,2.0922,-0.9323,-0.3504,0.7359,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.8419,0,2.1719067693519296,-0.5583,1,False,-0.0,0.6862,1.0001,-0.1633,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,0,2.6741486494265287,-0.5583,1,False,-0.0,0.6862,1.8052,0.4115,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,1,3.4777725458882283,3.2318,0,False,-0.0,-0.9323,-0.8698,-1.6538,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-0.3521,0,2.4423470353692043,-0.5583,1,False,-0.0,0.6862,-0.0128,0.1462,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,1,2.145931282948669,-0.5583,1,False,-0.0,-0.9323,-1.2983,-0.193,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,0,3.2958368660043287,0.0734,0,False,-0.0,0.6862,1.0261,-0.1343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.3521,1,3.305053521109253,0.7051,0,False,-0.0,-0.9323,-0.8439,-0.7576,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
-0.3521,0,2.4423470353692043,-0.5583,1,False,-0.0,0.6862,-0.2725,0.1462,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-0.3521,0,2.5858825671280026,-0.5583,1,False,-0.0,0.6862,0.4547,0.3105,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,1,2.737880811060884,0.0734,0,False,-0.0,-0.9323,-1.2983,-0.56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,1,2.8033603809065353,0.0734,0,False,-0.0,-0.9323,-1.2983,-0.51,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,0,2.4423470353692043,-0.5583,1,False,-0.0,0.6862,0.2469,0.1462,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,0,2.094945728215801,-0.5583,1,False,-0.0,0.6862,0.4547,-0.2513,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0.8419,0,2.107178296651436,-0.5583,1,False,-0.0,0.6862,1.078,-0.2373,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.5461,0,4.51085950651685,0.7051,0,True,1.7788,2.3048,-0.1167,-0.0677,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,1,2.1719067693519296,-0.5583,1,False,-0.0,-0.9323,0.6885,-0.1633,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,1,2.7408400239252013,0.7051,0,False,-0.0,-0.9323,-0.0128,-1.0805,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
-1.5461,0,3.980694225190728,0.7051,0,True,-0.916,0.6862,-0.2985,-0.371,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
-0.3521,0,3.2958368660043287,0.0734,0,False,-0.0,2.3048,1.5455,-0.1343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.110213200346589,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.2339,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,1,2.4390808375825834,0.7051,0,True,-2.7334,-0.9323,1.0001,-1.2531,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
-1.5461,0,3.316002535598924,-0.5583,1,True,2.3428,0.6862,0.3508,1.146,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8419,0,2.8390784635086144,0.0734,0,False,-0.0,0.6862,1.078,-0.4827,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0.8419,1,3.0545906305603445,0.7051,0,False,-0.0,-0.9323,1.9351,-0.9009,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,1,2.787834413830345,0.7051,0,False,-0.0,-0.9323,1.0001,-1.0536,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.5461,1,4.384523514872469,-0.5583,1,False,-0.0,-0.9323,-1.2724,2.3688,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,1,4.471638793363568,-0.5583,1,True,1.7162,-0.9323,-0.4803,2.4685,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.5461,1,6.240917354759097,-0.5583,1,False,-0.0,-0.9323,-0.3504,4.4932,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,1,3.2958368660043287,0.0734,0,False,-0.0,-0.9323,1.3377,-0.1343,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,2.169053700369523,-0.5583,1,False,-0.0,0.6862,-1.2983,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,3.4777725458882283,3.2318,0,False,-0.0,-2.5508,-1.0256,-1.6538,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
-1.5461,0,4.390118804571219,0.7051,0,True,1.0895,0.6862,0.0911,-0.1368,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
-1.5461,0,0.0,-0.5583,1,True,2.7815,0.6862,-0.2205,-2.6487,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,1,2.169053700369523,-0.5583,1,False,-0.0,-0.9323,-1.2983,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-0.3521,0,2.4423470353692043,-0.5583,1,False,-0.0,0.6862,0.6105,0.1462,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0.8419,0,3.705920919968788,2.6001,0,False,-0.0,0.6862,-0.0128,-1.437,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0.8419,0,2.1719067693519296,0.0734,0,False,-0.0,0.6862,0.6885,-0.9917,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-1.5461,1,5.039951348430309,0.0734,0,True,4.7243,-0.9323,0.2469,1.1963,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1.5461,1,4.91730069488021,-0.5583,1,True,3.0949,-0.9323,-0.3504,2.9785,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1.5461,0,3.4657359027997265,-0.5583,1,False,-0.0,0.6862,-1.2724,1.3174,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,0.0,-0.5583,1,False,-0.0,0.6862,0.6885,-2.6487,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
-0.3521,1,3.0204248861443626,0.0734,0,False,-0.0,-0.9323,0.8703,-0.3444,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-1.5461,0,3.4242626545931514,0.0734,0,True,4.2856,0.6862,-0.2985,-0.0363,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8419,1,2.169053700369523,-0.5583,1,False,-0.0,-0.9323,-1.2983,-0.1665,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
-1.5461,1,4.368919865004903,0.0734,0,True,-2.6707,-0.9323,0.3768,0.6844,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0.8419,1,2.169053700369523,-0.5583,1,False,-0.0,-0.9323,2.2467,-0.1665,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
-0.3521,0,0.0,-0.5583,1,False,-0.0,0.6862,-1.2854,-2.6487,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0.8419,0,3.405355391810819,2.6001,0,False,-0.0,-2.5508,-0.714,-1.5353,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
